BANK OF STATE,0CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,1CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,2CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,3CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,4CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,5CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,6CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,7CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,8CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,9CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,10CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,11CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,12CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,13CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,14CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,15CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,16CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,17CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,18CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,19CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,20CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,21CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,22CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,23CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,24CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,25CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,26CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,27CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,28CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,29CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,30CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,31CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,32CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,33CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,34CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,35CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,36CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,37CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,38CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,39CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
BANK OF STATE,40CODE,BRANCH NAME,SOME ADDRESS WITH COMMAS AND STUFF PUNE 411038,411038,MAHARASHTRA,PUNE,0123456789,TRUE,TRUE,PUNE,TRUE,123456789,TRUE,SWIFT123
